#Path	Title	URL
graphics/bitten_again.png	Bitten again	https://twitter.com/kaiblin/status/722018202935508993
graphics/dtu_logo_square.png	DTU logo	DTU branding
graphics/branding_cloud.png	DTU branding cloud thing	DTU branding
graphics/kblin_orchid_qr.png	My ORCHID QR code	https://orchid.org/
